AAII_KEY_STATISTICS_DATA,12/31/2021,06/30/2021,12/31/2019
Insider_Ownership,,,
Institutional_Ownership,6.5,6.0,0.3
Net_Insider_Purchases,,,
No_of_Employees,210.0,202.0,122.0
No_of_Institutions,26.0,28.0,10.0
