AAII_KEY_STATISTICS_DATA,06/30/2022,12/31/2021,09/30/2021,06/30/2021,03/31/2021,12/31/2020,06/30/2020
Insider_Ownership,19.2,11.5,18.9,18.8,18.2,18.2,
Institutional_Ownership,23.5,23.5,23.5,23.4,23.4,23.4,17.0
Net_Insider_Purchases,47.0,4.0,33.0,32.0,4.0,4.0,0.0
No_of_Employees,130.0,130.0,134.0,134.0,134.0,134.0,148.0
No_of_Institutions,5.0,5.0,6.0,6.0,6.0,6.0,5.0
