AAII_KEY_STATISTICS_DATA,06/30/2022,03/31/2022,09/30/2021,06/30/2021,03/31/2021,12/31/2020
Insider_Ownership,4.9,3.3,0.4,0.0,,
Institutional_Ownership,61.9,49.0,8.0,68.1,69.9,85.0
Net_Insider_Purchases,2159.0,683.0,0.0,0.0,0.0,0.0
No_of_Employees,9.0,9.0,3.0,3.0,3.0,3.0
No_of_Institutions,14.0,16.0,17.0,17.0,15.0,12.0
