AAII_KEY_STATISTICS_DATA,12/31/2022,06/30/2022,03/31/2022,09/30/2021,06/30/2021,03/31/2021,12/31/2020,06/30/2020
Insider_Ownership,3.8,3.8,,3.1,7.3,4.2,3.6,6.6
Institutional_Ownership,27.8,38.3,39.2,40.8,42.0,31.5,43.9,42.1
Net_Insider_Purchases,-212.0,-212.0,0.0,4.0,20.0,17.0,12.0,16.0
No_of_Employees,12.0,13.0,13.0,18.0,18.0,18.0,18.0,22.0
No_of_Institutions,26.0,23.0,22.0,24.0,26.0,25.0,28.0,28.0
