AAII_KEY_STATISTICS_DATA,03/31/2021,12/31/2020,09/30/2020,06/30/2020
Insider_Ownership,0.2,0.7,1.1,1.1
Institutional_Ownership,26.2,25.6,26.9,26.7
Net_Insider_Purchases,3.0,3.0,28.0,30.0
No_of_Employees,0.0,0.0,,
No_of_Institutions,21.0,20.0,19.0,20.0
