AAII_KEY_STATISTICS_DATA,03/31/2023,06/30/2022,03/31/2022,09/30/2021,06/30/2021
Insider_Ownership,0.2,0.5,0.5,0.5,0.5
Institutional_Ownership,75.8,78.0,71.6,75.2,0.0
Net_Insider_Purchases,1526.0,50.0,31.0,12831.0,12839.0
No_of_Employees,3850.0,3546.0,3546.0,3313.0,3313.0
No_of_Institutions,270.0,230.0,202.0,127.0,0.0
