AAII_KEY_STATISTICS_DATA,04/30/2022,01/31/2022,07/31/2021,04/30/2021,10/31/2020
Insider_Ownership,0.3,0.2,65.1,76.7,76.1
Institutional_Ownership,99.9,96.7,23.5,21.7,15.2
Net_Insider_Purchases,-6023.0,-663.0,-13026.0,-9582.0,-9662.0
No_of_Employees,400.0,400.0,400.0,372.0,372.0
No_of_Institutions,176.0,168.0,117.0,111.0,73.0
