AAII_KEY_STATISTICS_DATA,03/31/2023,06/30/2022,03/31/2022,06/30/2021
Insider_Ownership,1.4,0.2,1.6,2.4
Institutional_Ownership,11.1,11.3,9.6,11.3
Net_Insider_Purchases,-10.0,-3863.0,958.0,5751.0
No_of_Employees,26.0,10.0,10.0,
No_of_Institutions,120.0,116.0,98.0,44.0
