AAII_KEY_STATISTICS_DATA,09/30/2020,06/30/2020
Insider_Ownership,,
Institutional_Ownership,10.9,11.0
Net_Insider_Purchases,0.0,0.0
No_of_Employees,200.0,200.0
No_of_Institutions,26.0,26.0
