AAII_KEY_STATISTICS_DATA,03/31/2023,06/30/2022,03/31/2022,09/30/2021,06/30/2021
Insider_Ownership,0.1,,0.2,0.1,0.2
Institutional_Ownership,59.0,61.5,69.3,72.1,69.7
Net_Insider_Purchases,2.0,61.0,2591.0,5913.0,6678.0
No_of_Employees,20.0,42.0,42.0,32.0,32.0
No_of_Institutions,42.0,74.0,99.0,103.0,94.0
