AAII_KEY_STATISTICS_DATA,03/31/2023,06/30/2022,03/31/2022,09/30/2021,06/30/2021,03/31/2021,12/31/2020,09/30/2020,06/30/2020
Insider_Ownership,1.3,0.6,1.3,0.5,0.6,1.2,1.3,1.1,1.1
Institutional_Ownership,72.0,66.7,71.0,67.8,69.1,70.0,73.1,75.0,74.7
Net_Insider_Purchases,20.0,2.0,-31.0,-26.0,-42.0,-8.0,7.0,-4.0,2.0
No_of_Employees,13200.0,11000.0,11000.0,10300.0,10300.0,10300.0,10300.0,11200.0,11200.0
No_of_Institutions,614.0,600.0,634.0,643.0,645.0,640.0,624.0,587.0,562.0
