AAII_KEY_STATISTICS_DATA,06/30/2022,03/31/2022,09/30/2021,06/30/2021,03/31/2021,12/31/2020,06/30/2020
Insider_Ownership,0.6,0.3,0.5,0.3,0.3,,0.6
Institutional_Ownership,77.9,77.3,90.5,92.1,80.5,25.4,67.1
Net_Insider_Purchases,63.0,54.0,-124.0,-9213.0,-4961.0,0.0,-7411.0
No_of_Employees,355.0,355.0,334.0,334.0,334.0,334.0,240.0
No_of_Institutions,126.0,104.0,90.0,91.0,89.0,92.0,41.0
