AAII_KEY_STATISTICS_DATA,09/30/2021,06/30/2021,12/31/2020,06/30/2020,03/31/2020
Insider_Ownership,38.2,38.2,38.2,38.2,38.2
Institutional_Ownership,12.6,12.5,13.3,18.4,19.0
Net_Insider_Purchases,0.0,0.0,0.0,0.0,0.0
No_of_Employees,2435.0,2435.0,2435.0,2435.0,2435.0
No_of_Institutions,54.0,56.0,49.0,55.0,61.0
