AAII_KEY_STATISTICS_DATA,03/31/2023,03/31/2022,09/30/2021,03/31/2021,12/31/2020,09/30/2020,03/31/2020
Insider_Ownership,43.0,1.2,,,43.4,,
Institutional_Ownership,,,,,,,
Net_Insider_Purchases,325.0,105.0,0.0,0.0,1100.0,0.0,0.0
No_of_Employees,201.0,,,114.0,114.0,114.0,114.0
No_of_Institutions,,,,,,,
