AAII_KEY_STATISTICS_DATA,06/30/2021,03/31/2021,12/31/2020,09/30/2020,06/30/2020
Insider_Ownership,,,,,
Institutional_Ownership,85.9,88.1,88.3,92.0,92.0
Net_Insider_Purchases,,,,,
No_of_Employees,16400.0,16400.0,16400.0,16300.0,16300.0
No_of_Institutions,127.0,133.0,137.0,133.0,127.0
