AAII_KEY_STATISTICS_DATA,06/30/2022,03/31/2022,09/30/2021,06/30/2021,03/31/2021,12/31/2020,09/30/2020,06/30/2020
Insider_Ownership,8.5,8.5,8.5,8.5,8.5,8.5,8.5,8.5
Institutional_Ownership,1.3,1.3,1.2,1.3,1.3,1.2,1.2,1.2
Net_Insider_Purchases,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
No_of_Employees,372817.0,366283.0,366283.0,366283.0,359542.0,359542.0,359542.0,359542.0
No_of_Institutions,507.0,521.0,489.0,476.0,483.0,449.0,382.0,382.0
