AAII_KEY_STATISTICS_DATA,12/31/2022,06/30/2022,12/31/2021,09/30/2021,06/30/2021,12/31/2020,09/30/2020,06/30/2020
Insider_Ownership,5.9,6.1,5.9,6.3,6.9,5.1,5.5,5.5
Institutional_Ownership,67.4,73.3,74.4,75.0,75.8,65.4,78.5,77.4
Net_Insider_Purchases,-977.0,-1755.0,-1274.0,108.0,-4021.0,-4133.0,155.0,153.0
No_of_Employees,79.0,79.0,83.0,83.0,83.0,74.0,74.0,74.0
No_of_Institutions,238.0,234.0,219.0,210.0,217.0,218.0,217.0,218.0
