AAII_KEY_STATISTICS_DATA,06/30/2022,03/31/2022,09/30/2021,06/30/2021,03/31/2021,12/31/2020,09/30/2020,06/30/2020
Insider_Ownership,0.4,0.4,0.1,0.1,0.3,0.3,0.1,0.1
Institutional_Ownership,92.8,92.6,91.2,88.4,88.2,89.2,87.7,88.3
Net_Insider_Purchases,35.0,138.0,-17.0,-31.0,99.0,117.0,-1.0,-1.0
No_of_Employees,12369.0,12369.0,13400.0,13400.0,13400.0,13400.0,13635.0,13635.0
No_of_Institutions,1011.0,1012.0,915.0,931.0,906.0,937.0,901.0,920.0
