AAII_KEY_STATISTICS_DATA,03/31/2023,06/30/2022
Insider_Ownership,0.0,0.0
Institutional_Ownership,75.2,75.7
Net_Insider_Purchases,108.0,132.0
No_of_Employees,77114.0,83553.0
No_of_Institutions,3886.0,4093.0
