AAII_KEY_STATISTICS_DATA,03/31/2023,06/30/2022,12/31/2021,09/30/2021,06/30/2021,03/31/2021
Insider_Ownership,7.6,19.4,,,,
Institutional_Ownership,4.2,3.7,0.9,0.2,0.2,0.1
Net_Insider_Purchases,-21.0,-48.0,0.0,0.0,0.0,0.0
No_of_Employees,116.0,100.0,100.0,110.0,110.0,75.0
No_of_Institutions,14.0,10.0,2.0,1.0,1.0,1.0
