AAII_KEY_STATISTICS_DATA,03/31/2023,06/30/2022,03/31/2022,09/30/2021,06/30/2021,03/31/2021,12/31/2020,09/30/2020,06/30/2020
Insider_Ownership,0.0,0.0,0.4,0.1,0.1,0.2,0.3,0.0,0.0
Institutional_Ownership,98.2,97.2,96.8,93.9,95.3,95.4,94.9,99.6,
Net_Insider_Purchases,0.0,0.0,42.0,-1.0,-3.0,0.0,2.0,-20.0,-20.0
No_of_Employees,1663.0,1657.0,1657.0,1515.0,1515.0,1515.0,1515.0,1401.0,1401.0
No_of_Institutions,315.0,312.0,319.0,326.0,328.0,318.0,312.0,291.0,281.0
