AAII_KEY_STATISTICS_DATA,06/30/2022,03/31/2022,09/30/2021,06/30/2021,03/31/2021,12/31/2020,09/30/2020,06/30/2020
Insider_Ownership,0.2,0.4,0.1,0.3,0.5,0.4,0.3,0.4
Institutional_Ownership,89.1,90.0,90.5,90.8,90.6,90.3,88.8,89.9
Net_Insider_Purchases,18.0,175.0,-6.0,-30.0,24.0,-27.0,-197.0,-99.0
No_of_Employees,28056.0,28056.0,27500.0,27500.0,27500.0,27500.0,24700.0,24700.0
No_of_Institutions,904.0,964.0,920.0,943.0,916.0,923.0,821.0,800.0
