AAII_KEY_STATISTICS_DATA,03/31/2022,12/31/2021,09/30/2021,03/31/2021,12/31/2020
Insider_Ownership,4.6,4.2,3.5,5.5,2.6
Institutional_Ownership,53.8,52.9,61.0,44.7,42.7
Net_Insider_Purchases,-3686.0,-10377.0,-16534.0,59579.0,63944.0
No_of_Employees,786.0,786.0,581.0,581.0,581.0
No_of_Institutions,366.0,383.0,249.0,130.0,88.0
