AAII_KEY_STATISTICS_DATA,12/31/2022,03/31/2022,12/31/2021,09/30/2021,06/30/2021,03/31/2021,12/31/2020
Insider_Ownership,0.0,8.9,10.7,8.5,8.8,10.8,10.6
Institutional_Ownership,17.0,13.7,12.7,11.5,10.2,10.3,7.3
Net_Insider_Purchases,-2.0,26.0,35.0,1.0,17.0,25.0,9.0
No_of_Employees,4.0,5.0,5.0,3.0,3.0,3.0,3.0
No_of_Institutions,31.0,21.0,18.0,14.0,14.0,13.0,9.0
