AAII_KEY_STATISTICS_DATA,03/31/2021,09/30/2020,06/30/2020
Insider_Ownership,17.6,17.6,17.6
Institutional_Ownership,20.3,20.3,20.3
Net_Insider_Purchases,0.0,0.0,0.0
No_of_Employees,3.0,3.0,3.0
No_of_Institutions,1.0,1.0,1.0
