AAII_KEY_STATISTICS_DATA,03/31/2021,12/31/2020,09/30/2020,06/30/2020
Insider_Ownership,2.6,2.4,1.0,0.7
Institutional_Ownership,88.1,88.4,91.7,92.7
Net_Insider_Purchases,-2193.0,155.0,-10.0,67.0
No_of_Employees,3082.0,3082.0,3734.0,3734.0
No_of_Institutions,203.0,202.0,211.0,214.0
