AAII_KEY_STATISTICS_DATA,09/30/2020,06/30/2020
Insider_Ownership,0.0,
Institutional_Ownership,16.8,16.8
Net_Insider_Purchases,-68.0,0.0
No_of_Employees,20000.0,20000.0
No_of_Institutions,12.0,12.0
