AAII_KEY_STATISTICS_DATA,06/30/2022,03/31/2022,09/30/2021,06/30/2021,03/31/2021,12/31/2020,09/30/2020,06/30/2020
Insider_Ownership,,,,,,,,
Institutional_Ownership,29.6,30.0,32.3,34.9,32.3,32.8,31.6,29.1
Net_Insider_Purchases,,,,,,,,
No_of_Employees,2332.0,2332.0,2162.0,2162.0,2162.0,2177.0,2177.0,2177.0
No_of_Institutions,89.0,96.0,100.0,112.0,119.0,102.0,77.0,73.0
