AAII_KEY_STATISTICS_DATA,03/31/2023,06/30/2022,12/31/2021,09/30/2021,06/30/2021
Insider_Ownership,,,,,
Institutional_Ownership,99.5,97.9,95.6,84.2,83.7
Net_Insider_Purchases,,,,,
No_of_Employees,1200.0,1210.0,1210.0,940.0,940.0
No_of_Institutions,62.0,59.0,52.0,58.0,64.0
