AAII_KEY_STATISTICS_DATA,03/31/2023,06/30/2022
Insider_Ownership,31.9,31.1
Institutional_Ownership,2.5,2.6
Net_Insider_Purchases,176.0,7.0
No_of_Employees,77.0,44.0
No_of_Institutions,6.0,5.0
