AAII_KEY_STATISTICS_DATA,12/31/2020,06/30/2020
Insider_Ownership,,0.1
Institutional_Ownership,3.0,32.2
Net_Insider_Purchases,0.0,-3.0
No_of_Employees,12.0,112.0
No_of_Institutions,21.0,25.0
