AAII_KEY_STATISTICS_DATA,03/31/2021,12/31/2020,09/30/2020,06/30/2020
Insider_Ownership,0.0,0.0,0.0,0.0
Institutional_Ownership,61.4,61.4,61.4,61.4
Net_Insider_Purchases,-20.0,-20.0,-20.0,-20.0
No_of_Employees,652.0,652.0,652.0,652.0
No_of_Institutions,184.0,184.0,184.0,184.0
