AAII_KEY_STATISTICS_DATA,06/30/2022,03/31/2022,09/30/2021
Insider_Ownership,1.4,1.4,1.7
Institutional_Ownership,,,
Net_Insider_Purchases,4.0,-6.0,-741.0
No_of_Employees,4900.0,4900.0,4700.0
No_of_Institutions,390.0,415.0,455.0
