AAII_KEY_STATISTICS_DATA,04/30/2022,01/31/2022,07/31/2021,04/30/2021,01/31/2021,07/31/2020,04/30/2020
Insider_Ownership,0.1,0.3,0.4,0.3,0.4,0.4,0.2
Institutional_Ownership,82.9,81.7,81.7,82.1,82.8,79.8,80.6
Net_Insider_Purchases,6.0,24.0,9.0,9.0,9.0,51.0,-13.0
No_of_Employees,13100.0,13100.0,13100.0,12400.0,12400.0,12400.0,14100.0
No_of_Institutions,506.0,527.0,517.0,510.0,537.0,480.0,474.0
