AAII_KEY_STATISTICS_DATA,06/30/2021,03/31/2021,12/31/2020,06/30/2020
Insider_Ownership,3.0,4.5,4.7,1.4
Institutional_Ownership,73.1,75.3,72.1,69.5
Net_Insider_Purchases,-56.0,-137.0,78.0,-18.0
No_of_Employees,543.0,543.0,543.0,566.0
No_of_Institutions,181.0,172.0,184.0,189.0
