AAII_KEY_STATISTICS_DATA,03/31/2022,09/30/2021,03/31/2021,12/31/2020,06/30/2020,03/31/2020
Insider_Ownership,0.2,0.3,0.2,,0.3,0.3
Institutional_Ownership,26.9,44.7,46.9,37.3,76.2,76.4
Net_Insider_Purchases,18.0,33.0,29.0,0.0,-11.0,-11.0
No_of_Employees,83.0,83.0,83.0,83.0,83.0,85.0
No_of_Institutions,57.0,79.0,92.0,93.0,99.0,97.0
