AAII_KEY_STATISTICS_DATA,12/31/2020,06/30/2020,03/31/2020
Insider_Ownership,1.1,0.6,1.0
Institutional_Ownership,93.8,93.0,91.1
Net_Insider_Purchases,151.0,-63.0,258.0
No_of_Employees,4179.0,4265.0,4265.0
No_of_Institutions,667.0,698.0,708.0
