AAII_KEY_STATISTICS_DATA,06/30/2022,03/31/2022,09/30/2021,06/30/2021,03/31/2021,12/31/2020,09/30/2020,06/30/2020
Insider_Ownership,1.8,1.7,2.2,2.0,3.0,2.8,1.5,1.5
Institutional_Ownership,87.1,81.7,81.7,80.6,82.1,78.6,78.5,78.4
Net_Insider_Purchases,12.0,6.0,-9.0,-13.0,-20.0,-32.0,-6.0,-6.0
No_of_Employees,278.0,278.0,254.0,254.0,254.0,254.0,242.0,242.0
No_of_Institutions,150.0,148.0,138.0,131.0,140.0,123.0,116.0,118.0
