AAII_KEY_STATISTICS_DATA,12/31/2021,06/30/2021,12/31/2020,06/30/2020
Insider_Ownership,,,,
Institutional_Ownership,5.7,1.3,1.4,0.0
Net_Insider_Purchases,,,,
No_of_Employees,80.0,80.0,80.0,80.0
No_of_Institutions,13.0,6.0,7.0,1.0
