AAII_KEY_STATISTICS_DATA,03/31/2021,12/31/2020
Insider_Ownership,3.6,
Institutional_Ownership,52.6,70.4
Net_Insider_Purchases,-1223.0,-548.0
No_of_Employees,,
No_of_Institutions,40.0,35.0
