AAII_KEY_STATISTICS_DATA,06/30/2022,12/31/2021,09/30/2021,06/30/2021
Insider_Ownership,0.7,0.7,0.7,0.7
Institutional_Ownership,77.5,76.0,70.3,62.1
Net_Insider_Purchases,0.0,0.0,0.0,0.0
No_of_Employees,0.0,0.0,,
No_of_Institutions,53.0,51.0,43.0,38.0
