AAII_KEY_STATISTICS_DATA,06/30/2022,12/31/2021
Insider_Ownership,0.0,0.0
Institutional_Ownership,,
Net_Insider_Purchases,0.0,0.0
No_of_Employees,,
No_of_Institutions,55.0,51.0
