AAII_KEY_STATISTICS_DATA,06/30/2022,03/31/2022
Insider_Ownership,,8.1
Institutional_Ownership,22.7,30.4
Net_Insider_Purchases,0.0,-629.0
No_of_Employees,14.0,14.0
No_of_Institutions,16.0,22.0
