AAII_KEY_STATISTICS_DATA,03/31/2023,03/31/2022,12/31/2021,09/30/2021,12/31/2020
Insider_Ownership,,,,,
Institutional_Ownership,2.5,1.2,0.7,3.4,
Net_Insider_Purchases,,,,,
No_of_Employees,32.0,21.0,21.0,12.0,12.0
No_of_Institutions,10.0,7.0,7.0,6.0,
