AAII_KEY_STATISTICS_DATA,12/31/2022,06/30/2022,12/31/2021,06/30/2021,12/31/2020,06/30/2020
Insider_Ownership,35.3,35.3,35.3,35.3,35.3,35.3
Institutional_Ownership,0.2,0.2,0.2,0.2,0.3,0.4
Net_Insider_Purchases,0.0,0.0,0.0,0.0,0.0,0.0
No_of_Employees,24516.0,24516.0,24571.0,24571.0,26495.0,26495.0
No_of_Institutions,13.0,18.0,16.0,13.0,14.0,12.0
