AAII_KEY_STATISTICS_DATA,02/28/2022,08/31/2021
Insider_Ownership,,0.0
Institutional_Ownership,57.0,53.4
Net_Insider_Purchases,0.0,0.0
No_of_Employees,,
No_of_Institutions,65.0,56.0
