AAII_KEY_STATISTICS_DATA,12/31/2022,03/31/2022,06/30/2021
Insider_Ownership,2.3,10.1,0.0
Institutional_Ownership,16.1,17.3,8.3
Net_Insider_Purchases,337.0,-114.0,0.0
No_of_Employees,606.0,,
No_of_Institutions,88.0,83.0,56.0
