AAII_KEY_STATISTICS_DATA,03/31/2023,06/30/2022,03/31/2022,09/30/2021,06/30/2021,03/31/2021,12/31/2020,09/30/2020,06/30/2020
Insider_Ownership,0.6,0.4,0.4,0.3,0.4,0.4,0.4,0.3,0.3
Institutional_Ownership,85.6,87.3,85.5,82.6,82.4,83.2,85.4,87.8,86.1
Net_Insider_Purchases,-97.0,-55.0,-4.0,-112.0,-173.0,-71.0,-63.0,-41.0,-41.0
No_of_Employees,71612.0,68679.0,68679.0,62530.0,62530.0,62530.0,62530.0,53159.0,53159.0
No_of_Institutions,1501.0,1470.0,1510.0,1345.0,1314.0,1273.0,1272.0,1211.0,1190.0
