AAII_KEY_STATISTICS_DATA,12/31/2020,09/30/2020,06/30/2020
Insider_Ownership,4.1,1.3,1.5
Institutional_Ownership,48.7,56.7,57.2
Net_Insider_Purchases,20.0,1684.0,1807.0
No_of_Employees,3524.0,4144.0,4144.0
No_of_Institutions,188.0,203.0,201.0
