AAII_KEY_STATISTICS_DATA,03/31/2023,06/30/2022,03/31/2022,09/30/2021,06/30/2021,03/31/2021,12/31/2020,09/30/2020,06/30/2020
Insider_Ownership,0.3,0.8,0.1,0.3,0.3,0.4,0.2,0.4,0.4
Institutional_Ownership,93.8,96.5,94.9,93.4,91.8,93.1,92.4,93.1,92.1
Net_Insider_Purchases,33.0,40.0,44.0,-117.0,38.0,50.0,48.0,-7.0,-27.0
No_of_Employees,7000.0,9367.0,9367.0,8960.0,8960.0,8960.0,8960.0,9060.0,9060.0
No_of_Institutions,1160.0,1165.0,1170.0,1092.0,1097.0,1110.0,1131.0,1057.0,1030.0
