AAII_KEY_STATISTICS_DATA,03/31/2023,06/30/2022,03/31/2022,09/30/2021,06/30/2021
Insider_Ownership,,0.1,2.2,0.8,4.4
Institutional_Ownership,42.3,45.1,37.1,34.2,33.3
Net_Insider_Purchases,0.0,21.0,47.0,33.0,336.0
No_of_Employees,178.0,163.0,163.0,144.0,144.0
No_of_Institutions,106.0,100.0,91.0,75.0,76.0
