AAII_KEY_STATISTICS_DATA,03/31/2023,06/30/2022,03/31/2022,09/30/2021,06/30/2021
Insider_Ownership,4.5,5.0,5.1,1.7,1.1
Institutional_Ownership,88.6,97.9,76.6,89.9,0.0
Net_Insider_Purchases,-17.0,-1507.0,-1522.0,12079.0,11962.0
No_of_Employees,310.0,232.0,232.0,240.0,240.0
No_of_Institutions,137.0,129.0,105.0,56.0,0.0
