AAII_KEY_STATISTICS_DATA,06/30/2022,03/31/2022,09/30/2021,06/30/2021,03/31/2021,12/31/2020
Insider_Ownership,0.2,0.2,0.0,0.8,0.9,0.0
Institutional_Ownership,35.2,35.6,35.1,35.6,27.5,0.7
Net_Insider_Purchases,15.0,14.0,0.0,18.0,18.0,33.0
No_of_Employees,20.0,20.0,3.0,3.0,3.0,3.0
No_of_Institutions,16.0,17.0,16.0,13.0,12.0,6.0
