AAII_KEY_STATISTICS_DATA,06/30/2021,12/31/2020,06/30/2020
Insider_Ownership,0.2,4.2,65.6
Institutional_Ownership,3.4,5.2,1.5
Net_Insider_Purchases,2.0,5.0,-227.0
No_of_Employees,37.0,37.0,37.0
No_of_Institutions,8.0,10.0,5.0
