AAII_KEY_STATISTICS_DATA,12/31/2022,03/31/2022,12/31/2021,09/30/2021,03/31/2021,12/31/2020,09/30/2020,03/31/2020
Insider_Ownership,,,,,,,,
Institutional_Ownership,82.8,82.9,92.3,86.1,89.2,91.8,83.3,84.8
Net_Insider_Purchases,,,,,,,,
No_of_Employees,1035.0,983.0,983.0,983.0,992.0,992.0,992.0,940.0
No_of_Institutions,102.0,112.0,100.0,89.0,93.0,105.0,80.0,81.0
