AAII_KEY_STATISTICS_DATA,09/30/2021,06/30/2021
Insider_Ownership,0.0,0.0
Institutional_Ownership,15.3,10.0
Net_Insider_Purchases,1321.0,1321.0
No_of_Employees,,
No_of_Institutions,59.0,46.0
