AAII_KEY_STATISTICS_DATA,12/31/2020,06/30/2020,12/31/2019
Insider_Ownership,,,
Institutional_Ownership,0.6,2.2,4.0
Net_Insider_Purchases,,,
No_of_Employees,64.0,64.0,65.0
No_of_Institutions,5.0,6.0,4.0
