AAII_KEY_STATISTICS_DATA,03/31/2023,06/30/2022,03/31/2022
Insider_Ownership,29.7,0.3,29.5
Institutional_Ownership,65.2,65.6,65.9
Net_Insider_Purchases,64.0,86.0,429.0
No_of_Employees,291.0,240.0,240.0
No_of_Institutions,101.0,96.0,74.0
