AAII_KEY_STATISTICS_DATA,06/30/2022,03/31/2022,09/30/2021,06/30/2021,03/31/2021,12/31/2020
Insider_Ownership,0.7,0.6,,0.1,0.3,0.2
Institutional_Ownership,83.4,71.4,71.7,71.5,72.5,24.7
Net_Insider_Purchases,965.0,955.0,0.0,21.0,8878.0,8858.0
No_of_Employees,31.0,31.0,,,,
No_of_Institutions,72.0,81.0,85.0,70.0,53.0,40.0
