AAII_KEY_STATISTICS_DATA,03/31/2023,06/30/2022,03/31/2022,09/30/2021,06/30/2021,03/31/2021,12/31/2020,09/30/2020,06/30/2020
Insider_Ownership,1.7,1.4,2.8,1.4,1.3,3.1,3.1,1.2,1.3
Institutional_Ownership,58.6,58.9,58.6,59.0,57.9,58.3,57.7,57.9,57.3
Net_Insider_Purchases,-72.0,-72.0,54.0,6.0,15.0,62.0,58.0,20.0,54.0
No_of_Employees,395.0,379.0,379.0,370.0,370.0,370.0,370.0,357.0,357.0
No_of_Institutions,200.0,203.0,192.0,184.0,185.0,169.0,173.0,175.0,173.0
