AAII_KEY_STATISTICS_DATA,06/30/2022,03/31/2022,09/30/2021,06/30/2021,03/31/2021,12/31/2020,09/30/2020,06/30/2020
Insider_Ownership,,6.6,4.1,,,,9.2,9.3
Institutional_Ownership,31.9,39.2,35.8,39.8,40.2,38.4,40.5,40.3
Net_Insider_Purchases,0.0,15.0,6.0,0.0,0.0,0.0,14.0,46.0
No_of_Employees,82.0,82.0,59.0,59.0,59.0,59.0,19.0,19.0
No_of_Institutions,177.0,171.0,166.0,177.0,169.0,155.0,144.0,140.0
