AAII_KEY_STATISTICS_DATA,06/30/2022,03/31/2022,09/30/2021,06/30/2021,03/31/2021,12/31/2020,09/30/2020,06/30/2020
Insider_Ownership,1.1,1.1,0.4,0.3,1.0,0.9,0.5,1.2
Institutional_Ownership,,,,,,,,
Net_Insider_Purchases,248.0,122.0,-54.0,-49.0,129.0,123.0,28.0,34.0
No_of_Employees,72200.0,72200.0,73700.0,73700.0,73700.0,73700.0,64000.0,64000.0
No_of_Institutions,325.0,333.0,324.0,339.0,360.0,360.0,319.0,328.0
