AAII_KEY_STATISTICS_DATA,06/30/2022,03/31/2022,09/30/2021,06/30/2021
Insider_Ownership,0.0,0.0,,
Institutional_Ownership,59.2,53.8,34.8,27.8
Net_Insider_Purchases,0.0,0.0,,
No_of_Employees,,,,
No_of_Institutions,80.0,70.0,65.0,51.0
