AAII_KEY_STATISTICS_DATA,03/31/2023,07/01/2022,04/01/2022
Insider_Ownership,2.4,10.1,10.1
Institutional_Ownership,84.2,87.8,0.7
Net_Insider_Purchases,-5499.0,-53902.0,-53904.0
No_of_Employees,9000.0,,
No_of_Institutions,310.0,301.0,2.0
